fid	year	quarter	date_receipt	s40	code_period	code_present_place
177705	2019	1	2019-04-10	0	21	214
187450	2019	1	2019-04-12	2068	21	214
193156	2019	1	2019-04-22	8671	21	214
197732	2019	1	2019-04-01	0	21	214
198069	2019	1	2019-04-25	15625	21	214
13342	2019	1	2019-04-25	46144	21	214
14621	2019	1	2019-04-11	0	21	214
16403	2019	1	2021-01-14	102609	21	214
18732	2019	1	2019-04-16	100586	21	214
21412	2019	1	2019-04-25	0	21	214
26761	2019	1	2019-04-25	10659	21	214
28301	2019	1	2019-04-22	48006	21	214
47832	2019	1	2019-04-15	0	21	214
51161	2019	1	2019-04-16	0	21	214
52555	2019	1	2019-04-23	0	21	214
60577	2019	1	2019-06-19	99332	21	214
61458	2019	1	2019-04-24	10982	21	214
71904	2019	1	2019-04-25	4216	21	214
74151	2019	1	2019-08-08	654984	21	214
76053	2019	1	2019-04-19	128	21	214
78233	2019	1	2019-06-06	5322	21	214
83874	2019	1	2019-07-24	357588	21	214
84758	2019	1	2019-04-22	0	21	214
123043	2019	1	2019-04-24	0	21	214
131129	2019	1	2019-04-09	0	21	214
137514	2019	1	2019-04-17	0	21	214
137783	2019	1	2019-04-22	28178	21	214
147673	2019	1	2019-04-22	0	21	214
172491	2019	1	2020-03-14	1217	21	214
173238	2019	1	2019-06-03	1510214	21	214
181643	2019	1	2019-04-22	205270	21	214
187140	2019	1	2019-10-25	9651486	21	214
199203	2019	1	2019-04-23	0	21	214
6044	2019	1	2019-07-18	35402699	21	214
11272	2019	1	2019-04-25	0	21	214
15469	2019	1	2019-04-01	0	21	214
30418	2019	1	2019-04-22	372086	21	214
33819	2019	1	2019-06-10	47323	21	214
41903	2019	1	2019-04-22	51864914	21	214
45856	2019	1	2019-04-19	0	21	214
52204	2019	1	2019-04-25	1120908	21	214
55861	2019	1	2019-10-25	565164	21	214
56330	2019	1	2019-04-23	0	21	214
69820	2019	1	2019-04-19	0	21	214
93056	2019	1	2020-10-07	0	21	214
93329	2019	1	2019-04-02	0	21	214
100152	2019	1	2019-05-22	0	21	214
100869	2019	1	2019-04-24	0	21	214
110716	2019	1	2019-06-10	3548791	21	214
117199	2019	1	2019-09-06	14405762	21	214
130867	2019	1	2019-04-03	3000	21	214
133399	2019	1	2020-03-18	10474	21	214
147036	2019	1	2020-07-28	0	21	214
156504	2019	1	2019-04-14	35493	21	214
159947	2019	1	2019-04-18	0	21	214
171945	2019	1	2019-04-16	0	21	214
178001	2019	1	2020-03-12	2703657	21	214
178464	2019	1	2019-04-25	14527	21	214
182427	2019	1	2019-05-31	46094	21	214
189176	2019	1	2019-04-25	0	21	214
193981	2019	1	2019-04-21	0	21	214
195400	2019	1	2019-04-03	0	21	214
12755	2019	1	2019-04-23	0	21	214
20418	2019	1	2019-04-19	5000	21	214
36948	2019	1	2019-04-14	0	21	214
42190	2019	1	2019-04-18	24330	21	214
48395	2019	1	2019-04-18	0	21	214
51527	2019	1	2019-04-08	0	21	214
58747	2019	1	2019-04-25	139433	21	214
67402	2019	1	2019-04-18	8343	21	214
67939	2019	1	2019-04-05	0	21	214
71260	2019	1	2019-04-08	0	21	214
74956	2019	1	2019-04-24	590634	21	214
86361	2019	1	2019-04-22	26810	21	214
95544	2019	1	2019-06-25	0	21	214
102298	2019	1	2019-05-13	17456	21	214
110294	2019	1	2019-04-25	15559	21	214
125323	2019	1	2019-04-25	0	21	214
128467	2019	1	2019-04-18	7756	21	214
130079	2019	1	2019-04-15	0	21	214
138618	2019	1	2019-04-12	0	21	214
139939	2019	1	2020-03-30	0	21	214
146157	2019	1	2019-05-24	0	21	214
147473	2019	1	2019-04-02	0	21	214
167933	2019	1	2019-04-22	745773	21	214
1785	2019	1	2019-04-25	100510	21	331
6049	2019	1	2019-04-23	6800026	21	214
13162	2019	1	2020-10-06	16380701	21	214
15301	2019	1	2019-04-24	0	21	214
25373	2019	1	2019-04-25	0	21	214
26190	2019	1	2019-04-23	12069300	21	214
33867	2019	1	2019-05-10	207269	21	214
34070	2019	1	2019-04-25	20025	21	214
35513	2019	1	2019-04-17	0	21	214
40952	2019	1	2019-06-03	0	21	214
42319	2019	1	2019-04-24	33825	21	214
50477	2019	1	2019-07-01	1692348	21	214
67792	2019	1	2019-04-23	169868	21	214
72726	2019	1	2019-04-19	0	21	214
78086	2019	1	2019-04-25	164702	21	214
82282	2019	1	2019-04-23	0	21	214
85622	2019	1	2019-06-30	468735	21	214
87457	2019	1	2019-04-17	1309198	21	213
90253	2019	1	2019-04-21	9135	21	214
97383	2019	1	2019-04-26	0	21	214
104899	2019	1	2019-04-24	171099	21	214
109023	2019	1	2019-04-09	7500	21	214
110374	2019	1	2019-04-24	0	21	214
112367	2019	1	2019-04-24	77942	21	214
112642	2019	1	2019-04-25	173529	21	214
115740	2019	1	2019-04-24	19239	21	214
127408	2019	1	2019-04-24	3688278	21	214
129416	2019	1	2019-04-19	0	21	214
130126	2019	1	2019-04-24	885965	21	214
137422	2019	1	2019-07-19	0	21	214
143430	2019	1	2019-04-01	0	21	214
146167	2019	1	2019-08-06	72598	21	214
147645	2019	1	2019-04-08	0	21	214
148176	2019	1	2019-04-22	5007	21	214
169422	2019	1	2019-04-24	2179	21	214
170533	2019	1	2019-04-19	0	21	214
198949	2019	1	2019-04-23	76528	21	214
199830	2019	1	2019-04-19	0	21	214
2564	2019	1	2019-04-23	0	21	214
8034	2019	1	2019-04-19	0	21	214
9517	2019	1	2019-04-25	5519	21	214
10453	2019	1	2019-06-01	15241	21	214
14494	2019	1	2019-04-25	0	21	214
17297	2019	1	2019-04-10	0	21	214
29944	2019	1	2019-04-15	0	21	214
32038	2019	1	2019-06-13	2947	21	214
41908	2019	1	2019-04-24	0	21	214
43875	2019	1	2019-04-24	183171	21	214
51151	2019	1	2019-04-18	0	21	214
51443	2019	1	2019-04-25	0	21	214
52720	2019	1	2019-04-25	167726	21	214
53415	2019	1	2019-04-24	614703	21	214
91589	2019	1	2019-04-19	0	21	214
106361	2019	1	2019-04-15	0	21	214
107973	2019	1	2019-04-25	7314	21	214
113750	2019	1	2019-04-19	0	21	214
116642	2019	1	2019-04-04	0	21	214
124806	2019	1	2019-04-22	0	21	214
127113	2019	1	2019-04-10	0	21	214
128472	2019	1	2019-04-03	0	21	214
128572	2019	1	2019-06-04	0	21	214
140144	2019	1	2019-04-24	96281	21	214
164941	2019	1	2019-04-25	5734	21	214
167866	2019	1	2019-04-24	164766	21	214
171289	2019	1	2019-04-25	2333216	21	214
174490	2019	1	2019-04-09	0	21	214
177966	2019	1	2019-04-02	0	21	214
183175	2019	1	2019-04-24	0	21	214
8416	2019	1	2019-04-11	0	21	214
11469	2019	1	2019-07-17	1510924	21	214
17722	2019	1	2019-04-23	0	21	214
23263	2019	1	2019-04-06	0	21	214
24775	2019	1	2019-04-15	0	21	214
57353	2019	1	2019-04-18	0	21	214
65190	2019	1	2019-04-23	232372	21	214
76248	2019	1	2019-04-18	0	21	214
77892	2019	1	2019-07-25	73410	21	214
80908	2019	1	2019-04-25	0	21	214
83376	2019	1	2019-04-18	985	21	214
95062	2019	1	2019-10-25	1957125	21	214
95474	2019	1	2019-07-24	13431785	21	214
99334	2019	1	2019-05-22	0	21	214
129329	2019	1	2019-04-16	370404	21	214
131500	2019	1	2019-04-25	0	21	214
141849	2019	1	2019-10-25	6140	21	214
141928	2019	1	2019-04-25	72766	21	214
154836	2019	1	2019-07-02	0	21	214
155425	2019	1	2019-04-07	0	21	214
158599	2019	1	2019-04-02	0	21	214
164527	2019	1	2019-04-23	53942	21	214
166202	2019	1	2019-04-15	0	21	214
193180	2019	1	2019-04-25	6340	21	214
19910	2019	1	2019-04-24	12474157	21	214
22609	2019	1	2019-04-25	2244644	21	214
29467	2019	1	2019-04-02	0	21	214
34144	2019	1	2019-04-19	167454	21	214
35369	2019	1	2019-04-08	0	21	214
35595	2019	1	2019-04-10	0	21	214
38259	2019	1	2019-04-24	130997	21	214
50283	2019	1	2019-04-09	19263	21	214
67627	2019	1	2019-04-24	0	21	214
68148	2019	1	2019-04-19	15381	21	214
78413	2019	1	2020-01-27	17899	21	214
79500	2019	1	2019-04-16	0	21	214
81679	2019	1	2019-04-18	0	21	214
83381	2019	1	2019-07-13	45494	21	214
86267	2019	1	2019-12-09	6445059	21	214
86678	2019	1	2019-04-23	0	21	214
98421	2019	1	2019-06-18	15561	21	214
101996	2019	1	2019-05-06	14858	21	214
104746	2019	1	2019-04-24	0	21	214
105428	2019	1	2019-04-19	0	21	214
118671	2019	1	2019-04-08	0	21	214
137891	2019	1	2019-04-29	68292	21	214
138733	2019	1	2019-04-18	0	21	214
141110	2019	1	2019-04-24	2152	21	214
158022	2019	1	2019-04-02	0	21	214
159817	2019	1	2019-04-23	0	21	214
161838	2019	1	2019-04-22	0	21	214
162101	2019	1	2019-06-05	2813224	21	214
168764	2019	1	2019-07-24	0	21	214
172163	2019	1	2019-06-25	740427	21	214
173626	2019	1	2019-04-08	0	21	214
175303	2019	1	2019-06-04	182029	21	214
185118	2019	1	2019-04-05	0	21	214
191036	2019	1	2019-07-18	0	21	214
192175	2019	1	2019-04-22	0	21	214
193526	2019	1	2019-05-08	89283	21	214
19523	2019	1	2019-04-22	241007	21	214
33815	2019	1	2019-04-18	0	21	214
36094	2019	1	2019-08-13	35689	21	214
42347	2019	1	2019-04-22	0	21	214
47746	2019	1	2019-04-15	56742	21	214
55824	2019	1	2019-04-24	0	21	214
57880	2019	1	2019-04-19	0	21	214
61080	2019	1	2019-04-25	511374	21	214
65710	2019	1	2019-04-08	0	21	214
67657	2019	1	2019-04-04	0	21	214
70443	2019	1	2019-04-23	20969	21	214
71679	2019	1	2019-04-04	0	21	214
85964	2019	1	2019-04-18	0	21	214
98994	2019	1	2019-04-25	0	21	214
104674	2019	1	2019-05-14	0	21	214
115367	2019	1	2019-12-12	2231924	21	214
116173	2019	1	2019-05-30	0	21	214
123520	2019	1	2019-04-18	0	21	214
126869	2019	1	2019-04-23	0	21	214
129652	2019	1	2019-04-24	40092	21	214
138371	2019	1	2019-04-16	0	21	214
139105	2019	1	2019-06-28	417195	21	214
145858	2019	1	2019-04-23	0	21	214
147678	2019	1	2019-04-02	0	21	214
164840	2019	1	2019-04-15	0	21	214
185441	2019	1	2019-08-15	11462	21	214
4372	2019	1	2019-04-22	118098	21	214
12216	2019	1	2019-04-15	0	21	214
17586	2019	1	2019-04-04	0	21	214
20557	2019	1	2019-04-24	50562	21	214
22858	2019	1	2019-04-05	0	21	214
34052	2019	1	2019-04-24	4875	21	214
37219	2019	1	2019-04-11	0	21	214
37886	2019	1	2019-04-22	2247	21	214
57716	2019	1	2019-04-24	349387	21	214
60861	2019	1	2019-04-29	1067825	21	214
62447	2019	1	2019-04-24	45689	21	214
73393	2019	1	2019-04-08	0	21	214
74885	2019	1	2019-06-24	649628	21	214
75329	2019	1	2019-04-11	0	21	214
79546	2019	1	2019-06-19	88933	21	214
80107	2019	1	2019-04-19	0	21	214
82040	2019	1	2019-04-19	0	21	214
85222	2019	1	2019-04-15	0	21	214
96151	2019	1	2019-04-08	0	21	214
100270	2019	1	2019-04-05	0	21	214
112026	2019	1	2019-04-25	97169	21	214
124477	2019	1	2019-04-24	1525	21	214
131290	2019	1	2019-04-15	163	21	214
139673	2019	1	2019-04-24	0	21	214
142386	2019	1	2020-03-20	102261	21	214
167333	2019	1	2019-04-12	0	21	214
176873	2019	1	2019-04-03	0	21	214
176936	2019	1	2019-04-16	0	21	214
177028	2019	1	2019-04-18	0	21	214
184445	2019	1	2019-04-23	159259	21	214
186109	2019	1	2019-04-10	0	21	214
186161	2019	1	2019-04-24	9196	21	214
191272	2019	1	2019-04-25	0	21	214
193998	2019	1	2019-04-18	78403	21	214
195108	2019	1	2019-04-23	459265	21	214
199007	2019	1	2019-04-23	0	21	214
199278	2019	1	2019-04-24	35326	21	214
7497	2019	1	2019-04-16	2274	21	214
8506	2019	1	2019-04-22	80072	21	214
11914	2019	1	2019-04-24	319620	21	214
19178	2019	1	2019-04-23	0	21	214
42689	2019	1	2019-04-23	0	21	214
44948	2019	1	2019-04-22	8219294	21	214
53376	2019	1	2019-04-15	20429	21	214
53548	2019	1	2019-04-22	0	21	214
69881	2019	1	2019-04-25	0	21	214
72449	2019	1	2019-04-20	3865	21	214
73343	2019	1	2019-04-17	46917	21	214
87823	2019	1	2019-04-08	0	21	214
90087	2019	1	2019-04-24	736730	21	214
90484	2019	1	2019-04-19	24531	21	214
91773	2019	1	2019-04-11	0	21	214
92300	2019	1	2019-04-10	0	21	214
94322	2019	1	2019-08-13	211	21	214
94764	2019	1	2019-07-06	0	21	214
95848	2019	1	2019-04-25	149057	21	214
98256	2019	1	2019-04-23	0	21	214
100833	2019	1	2019-05-07	34156	21	214
108107	2019	1	2019-06-05	0	21	214
110207	2019	1	2019-04-12	0	21	214
113025	2019	1	2019-04-17	0	21	214
113767	2019	1	2019-04-16	685	21	214
115580	2019	1	2019-04-15	0	21	214
120763	2019	1	2019-04-23	170116	21	214
124200	2019	1	2019-04-19	0	21	214
127539	2019	1	2019-04-12	0	21	214
141240	2019	1	2019-04-04	0	21	214
145079	2019	1	2019-04-15	0	21	214
146225	2019	1	2019-07-24	332791	21	214
149291	2019	1	2019-04-15	0	21	214
160236	2019	1	2019-04-08	0	21	214
163908	2019	1	2019-04-22	0	21	214
165671	2019	1	2019-04-24	876707	21	214
175665	2019	1	2019-04-24	0	21	214
177900	2019	1	2019-04-24	7500	21	214
192417	2019	1	2019-04-18	0	21	214
14248	2019	1	2019-04-25	26737697	21	214
19838	2019	1	2019-04-25	0	21	214
22304	2019	1	2019-12-23	3738007	21	214
23206	2019	1	2019-04-16	0	21	214
43102	2019	1	2020-11-09	0	21	214
59067	2019	1	2019-04-11	0	21	214
65124	2019	1	2019-04-24	7672	21	214
69689	2019	1	2020-12-08	64886	21	214
73640	2019	1	2019-04-05	0	21	214
91953	2019	1	2019-04-25	2472	21	214
92595	2019	1	2019-04-24	1407	21	214
93975	2019	1	2019-04-15	0	21	214
108173	2019	1	2019-04-25	13953	21	214
110975	2019	1	2019-04-25	193906	21	214
123802	2019	1	2019-06-04	384396	21	214
126237	2019	1	2019-04-19	5102	21	214
130886	2019	1	2019-08-06	332244	21	214
139316	2019	1	2019-04-25	74375	21	214
140629	2019	1	2019-04-16	0	21	214
143308	2019	1	2019-04-09	0	21	214
161090	2019	1	2019-04-12	0	21	214
161366	2019	1	2019-04-22	0	21	214
173620	2019	1	2019-04-08	0	21	214
187330	2019	1	2019-04-22	12381	21	214
189274	2019	1	2019-04-24	0	21	214
195700	2019	1	2019-04-18	9500	21	214
1255	2019	1	2019-04-08	130157	21	214
1826	2019	1	2019-04-10	0	21	214
6756	2019	1	2019-04-23	0	21	214
15550	2019	1	2019-04-02	0	21	214
21421	2019	1	2019-04-04	0	21	214
21758	2019	1	2019-04-19	0	21	231
28971	2019	1	2019-04-30	13049	21	214
43884	2019	1	2019-04-19	0	21	214
46009	2019	1	2019-04-01	0	21	214
47368	2019	1	2019-04-25	70322	21	214
50678	2019	1	2019-04-08	0	21	214
53329	2019	1	2019-04-19	12469750	21	214
58542	2019	1	2020-12-30	41105587	21	214
67859	2019	1	2019-04-23	1356614	21	214
69821	2019	1	2019-04-25	0	21	214
75417	2019	1	2019-04-23	5724	21	214
78213	2019	1	2019-04-18	0	21	214
80377	2019	1	2019-04-23	0	21	214
80731	2019	1	2019-07-04	636777	21	214
92738	2019	1	2019-04-23	0	21	214
96125	2019	1	2019-04-17	3495	21	214
96472	2019	1	2019-04-23	6778102	21	214
101825	2019	1	2019-04-18	0	21	214
106473	2019	1	2020-02-20	16466401	21	214
108228	2019	1	2019-04-17	0	21	214
108944	2019	1	2019-04-25	22508	21	214
112143	2019	1	2019-04-24	0	21	214
117288	2019	1	2019-05-20	418261	21	214
117509	2019	1	2019-04-01	0	21	214
129846	2019	1	2019-04-25	37235	21	214
134050	2019	1	2019-04-24	0	21	214
135622	2019	1	2019-04-23	37313	21	214
137635	2019	1	2019-04-05	3816	21	214
144131	2019	1	2019-04-22	0	21	214
145485	2019	1	2019-04-24	0	21	214
147343	2019	1	2019-11-13	0	21	214
148769	2019	1	2019-04-24	33169	21	214
151303	2019	1	2019-04-16	5289	21	214
161216	2019	1	2019-06-16	517318	21	214
170096	2019	1	2019-04-22	4679141	21	214
172041	2019	1	2019-04-16	0	21	214
174630	2019	1	2019-04-23	12363	21	214
178577	2019	1	2019-04-12	0	21	214
193404	2019	1	2019-04-22	67076	21	214
197279	2019	1	2019-04-30	0	21	214
48361	2019	1	2019-04-23	1016	21	214
49548	2019	1	2019-04-08	0	21	214
64950	2019	1	2019-04-24	362999	21	214
69378	2019	1	2019-04-24	376263	21	214
72046	2019	1	2019-04-23	64154	21	214
72838	2019	1	2019-04-20	110311	21	214
78006	2019	1	2019-04-17	0	21	214
81655	2019	1	2019-04-24	0	21	214
81760	2019	1	2019-04-16	0	21	214
90880	2019	1	2019-04-24	6694	21	214
91253	2019	1	2019-04-15	319507	21	214
91505	2019	1	2019-04-05	0	21	214
95614	2019	1	2019-04-11	0	21	214
111169	2019	1	2019-04-24	82519	21	214
114245	2019	1	2019-12-12	3740479	21	214
119556	2019	1	2019-04-23	0	21	214
123553	2019	1	2019-04-22	0	21	214
124579	2019	1	2019-04-03	25987	21	214
130107	2019	1	2019-04-22	22172	21	214
133538	2019	1	2019-04-10	0	21	231
134579	2019	1	2019-04-25	58085	21	214
140566	2019	1	2019-04-24	183908	21	214
142866	2019	1	2019-04-24	0	21	214
144503	2019	1	2019-07-24	3009019	21	214
144839	2019	1	2019-04-17	2397	21	214
150081	2019	1	2019-04-12	0	21	214
152585	2019	1	2019-06-25	10328	21	214
157802	2019	1	2019-04-25	83330	21	214
161897	2019	1	2019-04-01	0	21	214
176271	2019	1	2019-04-25	0	21	214
197239	2019	1	2019-04-17	0	21	214
4360	2019	1	2019-04-21	0	21	214
12109	2019	1	2019-04-16	0	21	214
23519	2019	1	2019-04-17	270630	21	214
36820	2019	1	2019-04-10	0	21	214
38320	2019	1	2019-04-08	0	21	214
40398	2019	1	2019-06-19	269	21	214
42470	2019	1	2019-04-18	0	21	214
49515	2019	1	2019-04-02	0	21	214
51018	2019	1	2019-04-04	0	21	214
52875	2019	1	2019-04-20	272180	21	214
75442	2019	1	2019-11-22	1090853	21	214
85793	2019	1	2019-04-23	0	21	214
90010	2019	1	2019-04-24	2003399	21	214
90483	2019	1	2019-04-25	0	21	214
91977	2019	1	2019-04-08	0	21	214
99144	2019	1	2019-04-19	0	21	214
103602	2019	1	2019-04-24	0	21	214
108718	2019	1	2019-04-24	375264	21	214
114515	2019	1	2019-04-23	0	21	214
117060	2019	1	2019-04-24	350194	21	214
117388	2019	1	2019-04-16	6638	21	214
119251	2019	1	2019-04-20	2509669	21	214
124433	2019	1	2019-04-24	6140521	21	214
124854	2019	1	2019-04-22	0	21	214
129491	2019	1	2019-04-22	113469	21	214
138610	2019	1	2019-04-12	0	21	214
142048	2019	1	2019-04-22	0	21	214
154353	2019	1	2020-08-05	305983	21	214
163023	2019	1	2019-04-19	0	21	214
189537	2019	1	2019-04-24	268253	21	214
191209	2019	1	2019-04-25	306714	21	331
9897	2019	1	2019-04-26	0	21	214
12927	2019	1	2019-04-30	31493	21	214
23353	2019	1	2019-04-16	0	21	214
27172	2019	1	2019-04-24	335537	21	214
28507	2019	1	2019-04-24	0	21	214
32522	2019	1	2019-04-21	80057	21	214
32568	2019	1	2019-04-24	544894	21	214
38155	2019	1	2019-04-08	0	21	214
45615	2019	1	2019-06-06	2551865	21	214
61774	2019	1	2019-04-24	0	21	214
62079	2019	1	2019-04-11	0	21	214
62365	2019	1	2019-04-15	0	21	214
63448	2019	1	2019-04-25	8403098	21	214
65588	2019	1	2019-04-22	391760	21	214
68862	2019	1	2019-04-25	3277	21	214
74192	2019	1	2019-04-26	6714	21	214
83923	2019	1	2019-04-09	9720	21	214
91243	2019	1	2019-04-25	72872	21	214
102992	2019	1	2019-04-23	34673	21	214
105079	2019	1	2019-04-25	0	21	214
106726	2019	1	2019-05-28	4121962	21	214
113279	2019	1	2019-04-10	0	21	214
113373	2019	1	2019-04-04	0	21	214
117807	2019	1	2019-04-18	47035	21	214
118206	2019	1	2019-04-25	318186	21	214
128934	2019	1	2019-04-09	0	21	214
130853	2019	1	2019-04-24	175943	21	214
137296	2019	1	2019-04-25	83009	21	214
140314	2019	1	2020-03-04	625149	21	214
164282	2019	1	2019-04-15	0	21	214
167477	2019	1	2019-04-22	1130317	21	214
177659	2019	1	2019-04-02	0	21	214
178865	2019	1	2019-04-25	65798	21	214
183659	2019	1	2019-04-24	0	21	214
185965	2019	1	2019-04-25	13152	21	214
189879	2019	1	2019-04-23	68612	21	214
191826	2019	1	2019-04-08	0	21	214
192023	2019	1	2019-04-22	1388565	21	214
197439	2019	1	2019-04-17	0	21	214
198328	2019	1	2019-04-22	49454	21	214
198769	2019	1	2019-04-24	0	21	214
5307	2019	1	2019-04-19	0	21	214
8491	2019	1	2019-04-24	14544	21	214
10901	2019	1	2019-04-24	136229	21	214
19922	2019	1	2019-04-25	0	21	214
30364	2019	1	2019-04-18	0	21	214
32646	2019	1	2019-04-25	0	21	214
34003	2019	1	2019-04-24	63129	21	214
44226	2019	1	2019-04-25	129970	21	214
44327	2019	1	2019-06-20	3416	21	214
54895	2019	1	2019-04-17	5835	21	214
57415	2019	1	2019-04-24	38075	21	214
60304	2019	1	2019-10-10	40031	21	214
61783	2019	1	2019-04-24	19089	21	214
64669	2019	1	2019-04-22	0	21	214
67097	2019	1	2019-04-17	0	21	214
68625	2019	1	2019-04-22	0	21	214
72857	2019	1	2019-05-13	12692	21	214
73716	2019	1	2019-04-25	55436	21	214
75049	2019	1	2019-04-24	29782	21	214
91002	2019	1	2019-04-18	0	21	214
96788	2019	1	2019-04-22	23167	21	214
108405	2019	1	2019-04-19	62907	21	214
121702	2019	1	2019-07-27	0	21	214
124982	2019	1	2019-04-15	0	21	214
131698	2019	1	2019-07-20	69465	21	214
131857	2019	1	2019-04-25	11780	21	214
135150	2019	1	2019-04-25	722687	21	214
136910	2019	1	2019-04-25	0	21	214
137811	2019	1	2019-04-24	0	21	214
141262	2019	1	2019-04-23	0	21	214
141826	2019	1	2019-04-23	4645	21	214
147616	2019	1	2019-11-21	0	21	214
148086	2019	1	2019-04-01	0	21	214
153056	2019	1	2019-04-25	339945	21	214
165079	2019	1	2019-04-03	0	21	214
167490	2019	1	2019-09-18	0	21	214
169257	2019	1	2019-04-10	0	21	214
171326	2019	1	2019-04-16	0	21	214
173899	2019	1	2019-04-18	262477	21	214
177885	2019	1	2019-04-25	0	21	214
191911	2019	1	2019-04-23	6872647	21	214
193823	2019	1	2019-04-25	3068140	21	214
7340	2019	1	2019-04-09	0	21	214
7596	2019	1	2019-07-22	0	21	214
10702	2019	1	2019-04-25	0	21	214
23255	2019	1	2019-04-10	0	21	214
24874	2019	1	2019-04-25	0	21	214
31576	2019	1	2019-04-18	0	21	214
31617	2019	1	2019-05-20	0	21	214
35479	2019	1	2019-04-11	0	21	214
37611	2019	1	2019-09-02	5204	21	214
51473	2019	1	2019-04-09	0	21	214
52990	2019	1	2020-12-30	25232	21	214
58480	2019	1	2019-06-06	213164	21	214
58551	2019	1	2019-04-11	0	21	214
60709	2019	1	2019-04-25	0	21	214
65834	2019	1	2019-04-10	0	21	214
72165	2019	1	2019-04-25	0	21	214
80356	2019	1	2019-04-22	0	21	214
83542	2019	1	2019-04-12	0	21	214
84399	2019	1	2019-11-13	0	21	214
91421	2019	1	2019-04-15	0	21	214
95377	2019	1	2019-04-09	0	21	214
101777	2019	1	2019-04-19	361224	21	214
103753	2019	1	2019-04-24	3172677	21	214
106570	2019	1	2019-04-25	196199	21	214
127490	2019	1	2019-07-28	305282	21	214
133993	2019	1	2019-04-22	2013149	21	214
143377	2019	1	2019-04-25	999796	21	214
145613	2019	1	2019-04-04	0	21	214
148707	2019	1	2019-04-25	442721	21	214
158846	2019	1	2019-04-22	0	21	214
166025	2019	1	2019-10-15	0	21	214
192139	2019	1	2019-12-19	37532747	21	214
193169	2019	1	2019-04-25	0	21	214
193541	2019	1	2019-04-25	0	21	214
194842	2019	1	2019-06-03	17009678	21	214
196311	2019	1	2019-04-02	0	21	214
198512	2019	1	2019-04-19	0	21	214
8562	2019	1	2019-04-18	0	21	214
15288	2019	1	2020-02-25	302494	21	214
17113	2019	1	2019-04-24	0	21	214
25629	2019	1	2020-06-22	0	21	214
51040	2019	1	2019-04-19	0	21	214
65579	2019	1	2019-04-11	0	21	214
66286	2019	1	2019-04-01	0	21	214
72534	2019	1	2019-04-15	0	21	214
73147	2019	1	2019-04-24	0	21	214
81700	2019	1	2019-04-22	47152	21	214
82754	2019	1	2019-04-18	8233	21	214
88750	2019	1	2019-04-17	0	21	214
98066	2019	1	2019-04-25	2733	21	214
104921	2019	1	2019-04-11	0	21	214
116079	2019	1	2019-04-10	0	21	214
